tags_id,article_id
620,36475
882,36475
617,36475
374,36475
397,36475
919,36475
754,36475
837,36475
806,36475
39,36475
54,36475
70,36475
371,36475
966,36475
485,36475
550,36475
116,36475
119,36475
638,36475
721,36475
32,36475
546,36475
409,36475
807,36475
866,36475
89,36475
800,36475
938,36475
799,36475
515,36475
915,36475
331,36475
220,36475
981,36475
257,36475
106,36475
229,36475
832,36475
700,36475
552,36475
215,36475
883,36475
324,36475
532,36475
524,36475
934,36475
189,36475
325,36475
128,36475
207,36475
803,36475
529,36475
250,36475
784,36475
314,36475
105,36475
211,36475
154,36475
811,36475
812,36475
204,36475
31,36475
267,36475
626,36475
166,36475
842,36475
444,36475
519,36475
9,36475
326,36475
829,36475
872,36475
867,36475
945,36475
141,36475
462,36475
579,36475
383,36475
120,36475
306,36475
509,36475
167,36475
71,36475
43,36475
24,36475
933,36475
504,36475
473,36475
688,36475
378,36475
153,36475
199,36475
457,36475
533,36475
663,36475
987,36475
80,36475
870,36475
78,36475
917,36475
86,36475
804,36475
953,36475
327,36475
144,36475
861,36475
798,36475
967,36475
283,36475
132,36475
237,36475
963,36475
274,36475
187,36475
394,36475
332,36475
772,36475
588,36475
534,36475
968,36475
476,36475
278,36475
328,36475
958,36475
104,36475
510,36475
395,36475
746,36475
159,36475
954,36475
792,36475
69,36475
758,36475
311,36475
389,36475
793,36475
613,36475
178,36475
57,36475
848,36475
557,36475
760,36475
109,36475
451,36475
849,36475
361,36475
689,36475
646,36475
155,36475
11,36475
621,36475
335,36475
244,36475
174,36475
860,36475
486,36475
385,36475
878,36475
731,36475
354,36475
125,36475
197,36475
179,36475
302,36475
985,36475
298,36475
467,36475
286,36475
284,36475
732,36475
932,36475
778,36475
753,36475
681,36475
453,36475
171,36475
369,36475
630,36475
738,36475
750,36475
146,36475
614,36475
988,36475
432,36475
151,36475
17,36475
16,36475
34,36475
928,36475
876,36475
514,36475
46,36475
425,36475
293,36475
923,36475
55,36475
489,36475
483,36475
185,36475
460,36475
337,36475
535,36475
6,36475
616,36475
604,36475
262,36475
208,36475
194,36475
281,36475
574,36475
303,36475
664,36475
338,36475
225,36475
149,36475
764,36475
835,36475
744,36475
223,36475
961,36475
263,36475
50,36475
181,36475
791,36475
310,36475
992,36475
295,36475
856,36475
487,36475
20,36475
84,36475
406,36475
710,36475
388,36475
607,36475
931,36475
484,36475
478,36475
358,36475
240,36475
946,36475
716,36475
819,36475
258,36475
437,36475
384,36475
30,36475
618,36475
619,36475
157,36475
795,36475
628,36475
711,36475
865,36475
823,36475
468,36475
276,36475
186,36475
7,36475
547,36475
833,36475
282,36475
805,36475
783,36475
234,36475
553,36475
172,36475
29,36475
243,36475
296,36475
190,36475
950,36475
720,36475
66,36475
246,36475
581,36475
142,36475
910,36475
288,36475
747,36475
271,36475
175,36475
36,36475
233,36475
845,36475
221,36475
898,36475
558,36475
112,36475
767,36475
665,36475
629,36475
53,36475
329,36475
469,36475
734,36475
79,36475
92,36475
410,36475
943,36475
76,36475
858,36475
139,36475
439,36475
435,36475
677,36475
160,36475
488,36475
308,36475
492,36475
884,36475
479,39477
993,39477
37,39477
808,39477
678,39477
899,39477
200,39477
152,21902
717,21902
903,26057
502,26057
801,26057
456,30562
972,30562
834,39550
794,3009
463,3009
330,3009
304,3009
23,3009
440,3009
599,3009
87,3009
136,3009
632,3009
693,38549
97,19639
22,19639
445,19639
307,19639
796,19639
886,19639
631,19639
521,19639
907,19582
539,19582
342,19582
241,19582
494,19582
568,19582
597,19582
697,19582
891,19582
718,19582
769,19582
301,19582
820,19582
635,19582
285,13153
133,13153
58,13153
40,13153
694,20360
150,20360
830,20360
723,20360
839,20360
377,20360
481,20360
396,20360
952,20360
696,20360
454,34197
421,34197
941,34197
522,34197
405,34197
411,34197
735,34197
217,34197
134,34197
249,34197
214,34197
305,34197
918,20411
704,20411
360,20411
971,20411
423,20411
177,20411
673,32957
272,32957
412,32957
575,32957
427,32957
209,32957
59,32957
